timestamp,sensor_id,sensor_type,sensor_value
2024-03-14 14:24:36.266179,10,acceleration_z,-4.979310801097919
2024-02-02 08:02:34.976987,4,pressure,829.0096393162463
2024-01-07 00:31:17.042903,1,acceleration_x,6.006309676108945
2024-01-03 11:48:53.438989,8,humidity,32.95774203421825
2024-03-04 07:30:01.655504,5,acceleration_x,-2.36945747235227
2024-01-23 08:36:57.681814,7,acceleration_z,-4.726138813279208
2024-02-21 14:03:01.608168,1,acceleration_z,-7.709115254331655
2024-03-16 03:21:24.872374,3,humidity,17.771356982114696
2024-03-04 07:35:48.578023,9,acceleration_y,-2.9581121011131284
2024-01-07 01:14:42.052299,9,acceleration_y,7.253939051168022
2024-01-06 22:29:24.704759,4,acceleration_y,5.540812699917957
2024-01-19 02:15:14.099928,10,pressure,905.7951734833734
2024-02-17 10:05:39.208364,10,humidity,66.59913445249505
2024-02-04 08:22:14.548897,2,acceleration_x,8.302795180267172
2024-01-17 01:00:37.219696,2,pressure,853.480155124051
2024-01-28 10:56:42.564801,6,acceleration_z,-0.7117839746063463
2024-02-13 23:51:43.574719,6,pressure,899.5744215029816
2024-03-14 18:45:59.183168,10,acceleration_y,9.314177713404291
2024-03-21 05:45:51.131368,5,acceleration_x,-3.6835718243172373
2024-02-28 00:25:50.631539,8,acceleration_y,7.914473440135865
2024-03-21 15:37:47.319627,5,humidity,69.57785982575437
2024-01-16 15:01:54.399206,8,acceleration_y,-8.131963321709279
2024-03-01 19:31:32.587612,6,pressure,1117.693368734641
2024-02-03 20:36:22.049891,6,temperature,18.362421033048513
2024-03-14 09:55:43.160880,10,acceleration_y,-8.618593070606163
2024-03-18 15:49:34.717719,3,acceleration_y,4.683041970883293
2024-02-13 09:06:39.406722,8,humidity,89.96626398738437
2024-03-16 03:19:31.419696,5,temperature,-2.370152078449358
2024-01-12 20:51:50.342541,4,pressure,933.8271995413626
2024-03-02 17:08:13.893196,4,temperature,11.307792475507878
2024-01-19 12:44:27.780012,10,humidity,57.98632668896051
2024-01-13 16:58:23.663463,6,temperature,5.902981998824242
2024-01-07 03:25:27.716726,3,pressure,851.265582356218
2024-01-01 23:55:18.062696,7,acceleration_x,-2.263041888732607
2024-03-02 21:46:23.141452,6,temperature,-9.764318928831981
2024-01-21 08:40:00.542691,10,pressure,1091.8592482663528
2024-01-29 02:48:09.568683,5,acceleration_x,-4.062833081519681
2024-02-16 22:14:03.306346,7,pressure,1190.9546331238864
2024-02-16 14:30:26.432802,4,acceleration_z,7.544943138068383
2024-02-06 12:42:52.746487,9,humidity,85.3618127049928
2024-02-11 00:17:11.803561,3,acceleration_x,-9.880060979787197
2024-01-23 06:47:25.087909,1,humidity,47.487176476855275
2024-02-22 00:36:52.288668,8,acceleration_z,-7.24234540414511
2024-01-13 08:01:19.564607,1,temperature,-7.3683526371759935
2024-01-26 23:01:39.596060,3,acceleration_z,-0.9404931126646936
2024-02-16 06:03:43.088826,7,acceleration_z,6.366182414698329
2024-03-16 09:35:25.428115,10,humidity,91.81726369419849
2024-03-07 00:38:23.669804,4,acceleration_z,-5.770184107532124
2024-01-15 02:45:47.225955,9,acceleration_z,-7.641399641514064
2024-02-24 21:15:08.227390,4,acceleration_x,0.4752797820402961
2024-03-05 17:49:40.169058,6,acceleration_x,-9.93022447416945
2024-01-23 04:07:27.881838,10,pressure,941.5177162378235
2024-03-09 02:18:24.052177,9,temperature,-15.51134404803598
2024-02-20 20:39:18.611507,1,acceleration_y,-4.081575533704839
2024-03-15 23:22:31.087369,7,acceleration_x,0.16909357701728034
2024-01-03 19:32:45.407948,9,acceleration_y,-8.567396556118092
2024-03-19 12:47:23.731396,5,acceleration_x,9.108820682730748
2024-03-20 05:35:08.170973,6,pressure,1142.7147188063136
2024-03-07 05:46:30.965463,3,acceleration_x,2.664401835869082
2024-01-31 06:14:51.396999,3,acceleration_z,7.570968853465082
2024-02-10 06:42:24.887228,1,pressure,842.5167790817217
2024-02-09 09:35:42.527699,8,acceleration_z,3.0368118123690593
2024-01-28 00:38:24.748240,3,acceleration_x,-0.2932607094201938
2024-03-10 21:53:06.957378,10,acceleration_z,6.411917373239259
2024-01-06 13:53:24.274223,8,pressure,1003.3880936324276
2024-02-07 10:55:20.239454,10,humidity,28.401728352935972
2024-03-17 21:31:54.597369,6,acceleration_z,6.499407237598682
2024-02-06 03:26:07.364778,10,humidity,25.597658285153024
2024-01-22 20:05:26.973828,5,pressure,1046.4061819991252
2024-01-11 03:41:40.445873,5,acceleration_y,-4.82257601084955
2024-02-28 21:06:23.782920,3,temperature,-11.553355404044229
2024-03-04 22:58:30.948075,7,temperature,22.240969423641737
2024-01-12 15:04:01.874721,2,acceleration_y,-8.688223225681131
2024-02-08 01:06:00.368317,3,acceleration_x,0.3702689060587794
2024-01-05 08:16:04.097581,10,pressure,1143.7716698353902
2024-02-17 07:20:31.452898,2,pressure,966.6276108963541
2024-02-01 06:18:24.263279,6,humidity,27.283728028392584
2024-02-01 04:47:57.796235,5,acceleration_z,-1.7619834837359711
2024-01-19 02:36:07.428921,9,acceleration_y,1.1584090150233468
2024-01-22 22:58:19.802560,1,acceleration_y,-2.2180639877091357
2024-03-09 22:39:12.773003,9,acceleration_z,-3.305344888069694
2024-02-08 18:56:16.296565,9,temperature,-8.571435527689307
2024-01-14 03:29:01.148882,10,acceleration_z,-5.703675841865474
2024-01-10 13:25:31.622807,2,humidity,1.2678575387502833
2024-02-09 15:09:17.440730,8,acceleration_z,-2.158123604029754
2024-01-26 07:26:00.539757,3,acceleration_y,-0.44576673655913446
2024-03-03 23:30:53.365376,9,acceleration_z,-5.515575290305956
2024-01-22 23:20:40.006068,8,acceleration_x,6.174012049455058
2024-02-05 16:45:11.479909,2,acceleration_z,-2.957870696567255
2024-02-23 16:59:09.780420,2,humidity,0.019673717254686807
2024-03-01 07:59:30.835020,5,acceleration_x,2.616989500538926
2024-02-22 13:35:19.284056,6,acceleration_z,-4.315935858610505
2024-02-12 06:29:29.100708,1,acceleration_z,1.1759558582161862
2024-01-05 17:53:27.713950,6,temperature,-16.84530635499582
2024-01-27 01:22:18.565033,3,acceleration_x,-9.954707213579104
2024-03-06 13:04:03.262994,2,acceleration_z,-6.156808629817288
2024-02-14 02:00:04.951161,2,temperature,14.710918513362131
2024-02-08 23:35:17.358686,7,acceleration_y,-1.9950464239302423
2024-03-01 05:13:34.869823,5,acceleration_z,-8.020898887957959
2024-03-04 06:28:10.003984,1,acceleration_z,1.0816424775528866
2024-03-07 01:38:08.538449,5,pressure,860.0176474910598
2024-01-05 06:16:04.056810,9,acceleration_x,2.5086266917072546
2024-02-11 19:03:53.602340,2,humidity,22.783827287340497
2024-02-24 22:33:46.661496,8,acceleration_x,-1.74460697399976
2024-01-20 02:48:26.021136,10,acceleration_z,1.977055102427137
2024-01-04 15:19:09.863375,3,acceleration_z,1.8150208288211385
2024-03-22 20:30:15.185199,8,humidity,87.37098683544008
2024-02-13 05:16:23.900137,8,acceleration_z,4.212329613461431
2024-02-23 07:24:40.981667,6,pressure,1105.8532940548985
2024-01-08 18:56:14.115307,9,acceleration_x,9.120121033238064
2024-03-10 06:15:17.194976,7,acceleration_x,-7.341246524024536
2024-02-09 07:20:02.736920,10,acceleration_y,3.4019199163135756
2024-03-19 15:57:41.901648,10,temperature,-0.8126882730792069
2024-02-24 08:08:57.922783,10,acceleration_z,-6.528076793239865
2024-01-27 20:11:46.039414,9,humidity,53.89265285743211
2024-03-13 21:07:31.944825,3,pressure,1143.2539600103191
2024-02-27 22:31:05.575088,3,acceleration_y,2.835762146862903
2024-03-23 09:51:33.349402,6,acceleration_y,6.768592541223548
2024-02-25 20:31:30.162075,2,acceleration_y,5.295822193615024
2024-02-18 05:18:18.255744,6,humidity,64.88368600576854
2024-01-06 04:05:20.828529,7,acceleration_x,-7.056240548840826
2024-02-17 01:37:39.226122,1,acceleration_x,1.738300242116516
2024-02-09 06:07:21.118441,3,acceleration_x,-5.1334717257686435
2024-02-07 07:19:16.856020,9,temperature,-8.39480782042307
2024-01-30 03:35:54.170019,9,acceleration_x,0.03383160054923806
2024-01-13 07:36:22.290848,4,humidity,42.42773946272359
2024-03-15 00:14:23.039027,9,acceleration_y,2.7187115806753592
2024-01-27 04:00:13.199619,6,acceleration_y,-0.18287988330076388
2024-01-20 07:42:02.434755,7,acceleration_z,7.189621747568921
2024-01-24 18:44:02.501371,8,acceleration_z,-3.778621245173664
2024-02-22 00:31:42.780186,7,humidity,87.6122440788049
2024-03-03 05:31:00.006173,4,humidity,92.6318311342692
2024-03-17 20:35:20.357237,8,acceleration_x,9.897601824312535
2024-03-12 01:46:35.247579,10,humidity,49.85703684658077
2024-03-11 20:36:55.684167,5,temperature,17.762736919284123
2024-01-03 05:35:07.060171,4,acceleration_z,8.85185591509753
2024-03-09 17:42:33.474188,1,acceleration_z,3.844889055455212
2024-01-24 18:55:14.802086,6,humidity,36.134535018444325
2024-02-06 23:19:23.678747,9,acceleration_x,-4.727227477119406
2024-02-18 23:00:00.272595,7,humidity,29.31131642445819
2024-01-15 23:41:05.042675,7,acceleration_x,6.276220334614436
2024-01-11 11:35:06.894393,7,acceleration_x,0.1460254809420185
2024-03-16 04:24:20.346392,7,acceleration_y,-0.4369894397557559
2024-01-11 15:30:15.858088,2,pressure,1024.9955645723364
2024-02-12 05:31:05.688640,4,acceleration_z,-2.52901999197711
2024-01-03 19:09:06.059250,6,temperature,5.576443483958283
2024-03-13 16:21:00.982178,6,pressure,1067.6031217858092
2024-02-18 06:22:39.665807,8,humidity,74.13160492834285
2024-01-21 01:47:41.214347,4,acceleration_x,-1.5527513355968487
2024-01-01 11:50:56.846027,5,humidity,0.5921983983777968
2024-02-15 06:21:38.977951,9,acceleration_z,9.902889979639276
2024-02-20 14:53:24.398883,10,acceleration_x,-0.6342669302227542
2024-02-09 07:23:24.011738,8,humidity,23.50484516109117
2024-02-11 08:33:00.621569,7,pressure,840.7832397820497
2024-02-23 16:58:43.661746,8,pressure,1197.568414026561
2024-03-05 06:18:13.421501,4,acceleration_z,-0.7778403887364238
2024-03-19 11:18:25.293872,6,humidity,54.771332320287854
2024-02-12 06:09:15.886473,10,acceleration_y,3.226819083266525
2024-02-08 11:57:27.338136,7,humidity,20.116361822685402
2024-02-29 07:28:38.458923,9,humidity,45.177897897253025
2024-02-20 23:51:38.451852,4,humidity,38.943682365536105
2024-02-11 09:38:18.171500,8,temperature,15.950864946444305
2024-01-20 11:05:40.692963,9,pressure,885.6196603239249
2024-01-03 14:47:09.853979,7,acceleration_z,5.5486363469615405
2024-03-05 15:52:23.352203,7,pressure,1007.8700195619044
2024-01-27 02:26:49.130303,2,humidity,46.56862514288399
2024-02-12 05:12:29.622495,4,acceleration_z,6.46418647935122
2024-02-14 17:48:03.624356,1,acceleration_x,2.079967652786266
2024-02-03 02:08:57.096340,7,acceleration_x,2.070386156792889
2024-01-06 11:10:22.760677,5,humidity,39.21721344589145
2024-03-14 18:11:02.768865,5,acceleration_y,0.03613021322963306
2024-03-23 13:55:56.503015,3,pressure,805.0105564666023
2024-03-06 21:49:19.082973,2,acceleration_y,-8.81421733280279
2024-01-20 02:52:39.901188,6,humidity,12.484619286518338
2024-03-01 09:59:34.720162,9,acceleration_z,-0.6166868731772279
2024-03-08 04:59:24.739929,6,acceleration_y,7.923879143232277
2024-02-05 09:27:54.341635,7,humidity,49.46562665459964
2024-01-18 03:22:37.252541,6,pressure,1017.1399699020615
2024-03-20 03:29:04.896319,9,acceleration_y,-0.8221655056986439
2024-02-17 21:04:19.196369,6,acceleration_x,8.731876986398497
2024-02-12 13:07:28.241585,6,acceleration_z,8.972565317562843
2024-01-17 03:47:45.140882,6,humidity,71.14658143944538
2024-03-09 12:10:18.890595,2,acceleration_x,-8.278195563608863
2024-01-11 06:19:52.960214,1,acceleration_z,5.2199645682627285
2024-02-22 07:47:03.184294,9,acceleration_y,-1.0437329896169487
2024-03-19 02:42:16.104035,2,pressure,1140.042031954258
2024-01-31 15:36:07.297523,5,acceleration_y,8.33233684256912
2024-01-19 13:44:40.862251,1,temperature,-15.507515972195328
2024-02-18 11:12:41.137022,9,humidity,29.636361634079744
